pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
4056,278,32,32257,232010,89290,NA,W,16236,56,NA,3,1,10,5,1,3,1,5,1,1,3,3,1,2,NA,2,2,3,1,1,2,0,3723,2,1,2,NA,NA,NA,FLOSSMOOR,60422,6246,0.454691002,0.481588216,0.006243996,0.042747358,0.027057317,26571,Flossmoor,0,0,1,0,0,0,SCHOOL DISTRICT 161,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,18.481,106079,FALSE,TRUE,TRUE
4057,211,71,71070,222170,60000,NA,T,3750,107,2,1,1,8,4,2,3,1,5,2,0,3,2,0,NA,NA,2,2,1,1,2,2,0,2070,2,2,2,NA,NA,NA,CHICAGO,60618,7891,0.330756558,0.003294893,0.048029401,0.615511342,0.004815613,14000,Chicago,0,0,1,0,0,0,REILLY,SCHURZ HS,6.919,60745,FALSE,TRUE,TRUE
4058,205,17,17110,364050,56160,NA,W,4680,74,NA,1,1,6,3,1,3,1,5,2,1,2,1,1,2,2,2,2,3,2,2,2,0,1744,2,1,2,1,NA,1,EVANSTON,60202,3162,0.546805819,0.281467426,0.042061986,0.097090449,0.06514864,24582,Evanston,0,0,5,1,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.14,77162,FALSE,TRUE,TRUE
4059,234,18,18011,104550,50400,NA,W,9600,61,NA,1,1,6,3,3,1,1,5,2,0,3,1,1,NA,NA,2,2,1,1,1,2,0,1164,2,1,4,NA,NA,NA,ELGIN,60120,8215,0.437005478,0.009981741,0.30042605,0.242483262,0.020206939,23074,Elgin,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.511,97420,FALSE,TRUE,TRUE
4060,203,71,71140,231430,52630,NA,O,3630,66,NA,2,1,5,3,1,3,1,5,1,0,3,1,0,2,2,2,2,3,2,2,2,0,1070,2,1,1,NA,NA,NA,CHICAGO,60634,7328,0.599754367,0.072734716,0.054994541,0.262827511,0.019377729,14000,Chicago,0,0,1,0,0,0,BRIDGE,STEINMETZ COLLEGE PREP HS,6.894,75339,FALSE,TRUE,TRUE
4061,212,27,27100,338780,96090,NA,W,9375,94,2,2,2,12,4,3,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,7104,2,2,2,NA,NA,NA,OAK PARK,60304,4692,0.599104859,0.179028133,0.050724638,0.114876385,0.111466326,54885,Oak Park,0,0,1,0,1,0,SCHOOL DISTRICT  97,CONSOLIDATED HIGH SCHOOL  200,13.157,91250,FALSE,FALSE,TRUE
4062,202,71,71430,150190,46500,NA,W,3720,95,NA,2,1,5,2,1,3,1,5,2,0,1,1,0,2,NA,2,2,2,1,2,2,0,713,2,1,1,3,NA,1,CHICAGO,60630,5720,0.643881119,0,0.082692308,0.248251748,0.045804196,14000,Chicago,0,0,1,0,0,0,PRUSSING,TAFT HS,6.894,81014,FALSE,TRUE,TRUE
4063,202,21,21162,76030,66990,NA,W,13398,68,NA,1,1,5,3,2,3,1,5,2,0,3,1,0,2,2,2,2,2,1,2,2,0,742,2,1,1,NA,NA,NA,WILLOW SPRINGS,60480,3247,0.605174007,0.008007391,0.008623345,0.374807515,0.006775485,82049,Willow Springs,0,0,4,0,0,0,SCHOOL DISTRICT C C  108,COMMUNITY HIGH SCHOOL  217,13.925,52478,FALSE,TRUE,TRUE
4064,207,12,12061,114800,38470,NA,T,7695,58,NA,2,1,7,3,3,1,1,5,1,0,3,2,0,NA,NA,2,2,1,2,1,2,0,1867,2,1,2,NA,NA,NA,CHICAGO HEIGHTS,60411,3395,0.420913108,0.279528719,0,0.272164948,0.054786451,14026,Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT  167,BLOOM TOWNSHIP HIGH SCHOOL  206,20.623,70337,FALSE,TRUE,TRUE
4065,202,72,72321,49190,42960,NA,W,7812,132,NA,1,1,7,4,3,3,1,5,2,0,3,1,1,NA,NA,2,2,3,1,2,2,0,908,2,1,1,NA,NA,1,CHICAGO,60628,4359,0.002294104,0.974076623,0,2.29E-04,0.046799725,14000,Chicago,0,0,1,0,0,0,FERNWOOD,JULIAN HS,6.908,60755,FALSE,TRUE,TRUE
4066,234,72,72223,104810,23810,NA,W,3175,49,NA,2,1,7,4,3,1,1,5,2,0,2,1,1,2,2,2,2,7,NA,NA,NA,0,969,2,1,4,3,NA,NA,CHICAGO,60620,3012,0.021580345,0.954847278,0.008632138,0,0.027556441,14000,Chicago,0,0,6,1,0,0,GRESHAM,HIRSCH HS,6.873317191,37628,FALSE,FALSE,TRUE
4067,295,77,77120,427550,26410,NA,O,777,24,NA,2,1,5,2,1,1,1,5,1,1,3,2,0,2,2,2,2,1,2,1,1,0,1104,2,1,2,NA,NA,NA,CHICAGO,60642,3584,0.613002232,0.222935268,0.078683036,0.059430804,0.051897321,14000,Chicago,0,0,1,0,0,0,OTIS,WELLS HS,6.89,104423,FALSE,TRUE,TRUE
4068,295,35,35105,86060,86710,NA,W,4955,30,NA,1,1,6,2,4,3,1,5,1,1,3,1,1,2,NA,2,2,3,1,1,1,0,1708,2,1,2,NA,NA,NA,SCHAUMBURG,60194,8128,0.362819882,0.065575787,0.354207677,0.21296752,0.006889764,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.333,69365,FALSE,TRUE,TRUE
4069,203,72,72030,121350,37500,NA,W,3750,67,NA,2,1,4,2,1,3,1,5,2,0,1,1,0,NA,NA,2,2,2,1,2,2,0,1094,2,1,1,3,NA,1,CHICAGO,60629,5276,0.174184989,0.005496588,0.020090978,0.797005307,0.003222138,14000,Chicago,0,0,1,0,0,0,LEE,HUBBARD HS,6.934,57875,FALSE,TRUE,TRUE
4070,234,16,16010,211080,65320,NA,W,10050,58,NA,3,1,6,3,3,1,1,5,1,1,3,1,1,2,NA,2,2,3,2,2,2,0,1332,2,1,4,NA,NA,NA,MOUNT PROSPECT,60056,4182,0.827594452,0.027259684,0.091104735,0.051889048,0.004304161,51089,Mount Prospect,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,8.666,87889,FALSE,TRUE,TRUE
4071,295,28,28103,247070,29490,NA,T,2681,1,NA,2,1,6,3,1,1,1,5,1,1,3,2,1,2,2,2,2,3,2,1,1,0,2211,2,1,2,NA,NA,NA,ORLAND PARK,0-0,9619,0.873583533,0.010604013,0.04678241,0.058322071,0.021415948,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT  140,CONSOLIDATED HIGH SCHOOL  230,11.122,97899,FALSE,TRUE,TRUE
4072,234,37,37033,104930,18300,NA,W,4880,59,NA,2,1,5,3,3,1,1,5,2,0,3,1,1,NA,NA,2,2,3,1,2,2,0,1126,2,1,4,NA,NA,NA,DOLTON,60419,4006,0.064153769,0.854717923,0.005741388,0.07314029,0.00449326,20292,Dolton,0,0,1,0,0,0,SCHOOL DISTRICT  149,THORNTON TOWNSHIP HIGH SCHOOL  205,25.009,52917,FALSE,TRUE,TRUE
4073,234,22,22085,298800,90070,NA,W,10008,59,NA,3,1,7,3,3,1,1,5,1,0,3,2,1,1,2,2,2,3,1,2,2,0,1749,2,1,4,NA,NA,1,GLENVIEW,60025,3920,0.662244898,0.016836735,0.183163265,0.1125,0.04872449,NA,NA,0,0,6,1,0,0,SCHOOL DISTRICT  63,MAINE TOWNSHIP HIGH SCHOOL  207,8.616,101552,FALSE,TRUE,TRUE
4074,210,17,17013,291630,42310,NA,T,2821,72,NA,2,6,6,3,1,3,1,5,2,0,3,1,1,2,NA,2,2,1,2,1,2,0,1425,2,1,2,NA,NA,NA,EVANSTON,60201,3293,0.815973277,0.06194959,0.064378986,0.042818099,0.029760097,24582,Evanston,0,0,1,0,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.035,106815,FALSE,TRUE,TRUE
4075,278,37,37023,123920,30420,NA,O,8113,23,NA,3,1,7,3,3,3,1,5,1,1,3,2,0,2,2,2,2,3,2,1,1,0,2289,2,1,2,NA,NA,NA,SOUTH HOLLAND,60473,4377,0.070824766,0.647932374,0,0.269819511,0.011423349,70850,South Holland,0,0,2,1,0,0,SCHOOL DISTRICT  148,THORNTON TOWNSHIP HIGH SCHOOL  205,25.009,38077,FALSE,TRUE,TRUE
4076,295,74,74011,602400,111930,NA,W,1066,23,NA,2,2,8,4,2,3,1,5,1,1,3,2,2,2,2,2,2,3,1,2,2,0,2641,2,1,3,NA,NA,NA,CHICAGO,60610,4142,0.313133752,0.595847417,0.018348624,0.040560116,0.064220183,14000,Chicago,0,0,1,0,0,0,MANIERRE,LINCOLN PARK HS,6.89,36927,FALSE,TRUE,TRUE
4077,295,73,73150,398540,69490,NA,W,1022,39,NA,2,1,7,3,2,3,1,5,1,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,1500,2,1,3,NA,NA,NA,CHICAGO,60657,3448,0.714037123,0.049013921,0.111658933,0.068155452,0.103538283,14000,Chicago,0,0,1,0,0,0,ALCOTT ES,LINCOLN PARK HS,6.89,99213,FALSE,FALSE,TRUE
4078,295,75,75031,116540,56770,GD,W,1622,56,NA,3,1,6,3,1,3,1,5,1,0,3,1,1,2,NA,2,2,7,NA,NA,NA,0,1217,2,1,2,NA,NA,NA,CHICAGO,60626,6271,0.560835592,0.164248126,0.0258332,0.218465954,0.061234253,14000,Chicago,0,0,6,1,0,0,NEW FIELD,SULLIVAN HS,6.857803738,47549,FALSE,FALSE,TRUE
4079,278,19,19040,385470,110080,NA,W,40031,25,NA,3,1,12,5,1,3,1,5,1,1,3,3,1,2,2,2,2,5,4,1,1,0,3556,2,1,2,NA,NA,NA,LEMONT,60439,5640,0.908865248,0.029078014,0.021276596,0.040780142,0,NA,NA,0,0,1,0,0,0,COMBINED SCHOOL DISTRICT C.C. NO. 113A,LEMONT TOWNSHIP HIGH SCHOOL  210,7.395,71250,FALSE,TRUE,TRUE
4080,234,30,30012,153770,44550,NA,O,6600,56,NA,3,1,4,3,3,1,2,5,2,0,3,1,1,NA,NA,2,2,3,1,2,2,0,1185,2,1,4,NA,NA,NA,HICKORY HILLS,60457,4831,0.753674188,0.062512937,0,0.162285241,0.040985303,34514,Hickory Hills,0,0,1,0,0,0,SCHOOL DISTRICT  117,CONSOLIDATED HIGH SCHOOL  230,12.137,58895,FALSE,TRUE,TRUE
4081,278,21,21067,638180,27730,NA,W,3825,7,NA,2,1,8,3,1,3,1,5,1,1,3,3,1,2,2,2,2,4,2,1,2,0,3379,2,1,2,NA,NA,NA,BURR RIDGE,60527,7653,0.773030184,0.008493401,0.05370443,0.133542402,0.05880047,9980,Burr Ridge,0,0,1,0,0,0,SCHOOL DISTRICT 107,LYONS TOWNSHIP HIGH SCHOOL  204,6.973,106317,FALSE,TRUE,TRUE
4082,203,20,20050,141010,39690,NA,W,11340,81,NA,2,1,7,4,2,3,1,5,2,1,2,2,0,2,NA,2,2,3,2,1,2,0,1550,2,1,1,3,NA,NA,MELROSE PARK,60164,4666,0.267895414,0.022717531,0.010072868,0.688169739,0.022288898,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT  83,COMMUNITY HIGH SCHOOL  212,11.119,66655,FALSE,TRUE,TRUE
4083,208,18,18082,365450,76100,NA,O,16022,17,NA,2,1,10,4,1,3,1,5,1,1,2,3,1,2,1,2,2,5,2,1,1,0,4389,2,1,2,3,NA,NA,BARTLETT,60103,4906,0.700774562,0.005707297,0.164084794,0.103139013,0.050346514,4013,Bartlett,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,11.245,95265,TRUE,TRUE,TRUE
4084,295,76,76011,653630,126730,NA,W,1102,13,NA,4,2,7,3,2,3,1,5,1,1,3,4,1,2,2,2,2,3,4,1,1,0,2598,2,1,3,NA,NA,NA,CHICAGO,60616,19889,0.488662075,0.227110463,0.206848006,0.045100307,0.061239881,14000,Chicago,0,0,1,0,0,0,SOUTH LOOP,PHILLIPS HS,6.89,102303,FALSE,TRUE,TRUE
4085,211,70,70080,120080,34020,NA,W,3780,98,3,2,1,10,6,1,3,2,5,2,1,3,3,1,2,2,2,2,3,1,2,2,0,3732,2,2,2,NA,NA,1,CHICAGO,60649,4249,0.003765592,0.975759002,0,0.011532125,0.017886562,14000,Chicago,0,0,1,0,0,1,MANN,CHICAGO VOCATIONAL HS,6.883864648,47727,FALSE,TRUE,TRUE
4086,278,19,19060,307800,114980,NA,W,19998,31,NA,3,1,8,4,1,3,1,5,1,1,3,2,1,2,2,1,2,3,2,1,2,0,2991,2,1,2,NA,NA,NA,LEMONT,60439,4560,0.886403509,0.007675439,0.025,0.073245614,0.015350877,NA,NA,0,0,1,0,0,0,COMBINED SCHOOL DISTRICT C.C. NO. 113A,LEMONT TOWNSHIP HIGH SCHOOL  210,7.395,124519,FALSE,TRUE,TRUE
4087,234,20,20060,214960,25920,NA,W,4320,56,NA,3,1,6,3,3,1,1,5,1,0,3,2,1,2,NA,2,2,7,NA,NA,NA,64,1256,2,1,4,NA,NA,NA,FRANKLIN PARK,60131,4327,0.463138433,0.001617749,0.055696788,0.46568061,0.022186272,27702,Franklin Park,0,0,1,0,0,0,SCHOOL DISTRICT  83,COMMUNITY HIGH SCHOOL  212,11.867,62014,FALSE,FALSE,TRUE
4088,211,77,77091,80400,36710,NA,O,3125,127,2,1,1,6,4,1,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,2290,2,2,2,NA,NA,NA,CHICAGO,60623,655,0.00610687,0.861068702,0,0.132824427,0,14000,Chicago,0,0,1,0,0,0,JOHNSON,FARRAGUT HS,6.913,21974,FALSE,FALSE,TRUE
4089,278,20,20030,221100,34320,NA,T,5280,62,NA,2,1,7,3,3,3,1,5,1,0,3,2,1,2,2,2,2,3,1,2,2,0,2050,2,1,2,NA,NA,NA,FRANKLIN PARK,60131,6452,0.523093614,0,0.005269684,0.457687539,0.027898326,27702,Franklin Park,0,0,4,1,0,0,SCHOOL DISTRICT  81,COMMUNITY HIGH SCHOOL  212,11.138,72011,FALSE,TRUE,TRUE
4090,211,72,72091,56920,20310,NA,W,3125,117,2,2,2,16,6,1,3,2,5,2,0,3,3,0,2,2,2,2,3,1,2,2,0,2396,2,2,2,NA,NA,NA,CHICAGO,60621,1333,0.016504126,0.945986497,0,0.037509377,0,14000,Chicago,0,0,1,0,0,0,HOLMES,HOPE HS,6.89,23675,FALSE,TRUE,TRUE
4091,295,18,18010,85380,43220,NA,O,4433,34,NA,1,1,5,2,2,3,1,5,1,0,2,1,1,2,2,2,2,1,1,1,1,0,1133,2,1,2,1,NA,NA,STREAMWOOD,60107,6215,0.431375704,0.068704747,0.209493162,0.253419147,0.074014481,73157,Streamwood,0,0,6,1,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,72073,FALSE,TRUE,TRUE
4092,203,35,35011,184120,43310,NA,W,8662,54,NA,1,1,9,4,3,1,1,5,1,1,3,2,1,2,2,2,2,3,1,1,2,0,1483,2,1,1,NA,NA,NA,HOFFMAN ESTATES,60169,2410,0.684647303,0.006224066,0.145643154,0.121991701,0.077593361,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.04,119327,FALSE,TRUE,TRUE
4093,205,72,72030,119810,37800,NA,W,3780,76,NA,2,1,6,3,1,3,1,5,1,0,3,1,1,2,2,2,2,3,1,2,2,0,1210,2,1,2,NA,NA,NA,CHICAGO,60629,7211,0.206351408,0,0,0.793648592,0,14000,Chicago,0,0,1,0,0,0,PASTEUR,HUBBARD HS,6.934,48678,FALSE,TRUE,TRUE
4094,203,72,72212,56960,47310,NA,W,5914,69,NA,1,1,6,3,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1530,2,1,1,NA,NA,NA,CHICAGO,60620,4283,0.013775391,0.929021714,0.006303993,0.033154331,0.035489143,14000,Chicago,0,0,1,0,0,0,JOPLIN,HIRSCH HS,6.873317191,32656,FALSE,FALSE,TRUE
4095,211,71,71402,228640,75510,NA,T,5208,65,2,2,2,8,4,1,1,1,2,1,0,3,2,0,2,2,2,2,3,1,2,2,0,2112,2,2,2,NA,NA,1,CHICAGO,60630,4467,0.617640475,0.004701142,0.086187598,0.263711663,0.054175062,14000,Chicago,0,0,1,0,0,0,PRUSSING,TAFT HS,6.894,69736,FALSE,TRUE,TRUE
4096,211,73,73084,565990,201600,NA,W,3150,98,3,2,2,18,9,1,3,2,5,2,0,3,3,0,2,NA,2,2,3,1,2,2,0,4122,2,2,3,NA,NA,1,CHICAGO,60613,1379,0.880348078,0.030456853,0.055837563,0.029006526,0.008701958,14000,Chicago,0,0,1,0,0,0,BLAINE,LAKE VIEW HS,6.89,107500,FALSE,TRUE,TRUE
4097,203,36,36012,100340,53080,NA,W,6850,66,NA,1,1,5,2,1,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1005,2,1,1,NA,NA,NA,FORESTVIEW,60402,3985,0.423588457,0,0.00250941,0.567628607,0.012547051,26987,Forest View,0,0,10,-1,0,0,SCHOOL DISTRICT  103,BERWYN CICERO STICKNEY HIGH SCHOOL 201,15.215,71831,FALSE,TRUE,TRUE
4098,234,16,16010,190000,57620,NA,W,8866,57,NA,3,1,5,3,3,1,1,5,1,0,3,1,1,NA,NA,2,2,3,1,2,2,0,1136,2,1,4,NA,NA,NA,MOUNT PROSPECT,60056,4182,0.827594452,0.027259684,0.091104735,0.051889048,0.004304161,51089,Mount Prospect,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,8.666,87889,FALSE,TRUE,TRUE
4099,278,25,25052,299200,234000,NA,T,18000,34,NA,3,1,8,4,1,3,1,5,1,1,3,2,1,2,NA,2,2,3,2,1,2,0,2826,2,1,2,NA,NA,NA,NORTHBROOK,60062,5907,0.832402235,0,0.137125444,0.015744033,0.029456577,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 27,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.599,111912,FALSE,TRUE,TRUE
4100,203,14,14020,67350,36750,NA,W,7000,104,NA,1,1,7,3,1,1,1,5,1,0,2,2,0,1,2,2,2,1,1,2,2,0,1080,2,1,5,1,NA,NA,BLUE ISLAND,60406,5542,0.160591844,0.306207145,0.00667629,0.516961386,0.010285096,6704,Blue Island,0,0,7,0,0,0,SCHOOL DISTRICT  132,COMMUNITY HIGH SCHOOL  218,16.467,43870,FALSE,TRUE,TRUE
4101,203,71,71071,230580,53860,NA,W,3990,100,NA,2,1,6,4,1,1,1,2,2,0,1,2,0,NA,NA,2,2,3,1,2,2,0,1006,2,1,1,1,NA,1,CHICAGO,60630,6011,0.488604226,0.004159042,0.181001497,0.292297455,0.06371652,14000,Chicago,0,0,1,0,0,0,PALMER,TAFT HS,6.901516611,70682,FALSE,TRUE,TRUE
4102,204,38,38010,233290,67430,NA,W,11728,52,NA,2,1,7,4,3,3,1,5,1,0,3,2,0,2,NA,2,2,3,1,1,2,0,2097,2,1,1,NA,NA,NA,MOUNT PROSPECT,60056,1685,0.824925816,0.001186944,0.122255193,0.014836795,0.047477745,51089,Mount Prospect,0,0,3,1,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,10.665,90529,FALSE,TRUE,TRUE
4103,211,22,22080,551030,45530,NA,W,5875,60,6,2,1,20,12,1,2,1,5,2,0,3,6,0,2,2,2,2,7,NA,NA,NA,0,5596,2,2,2,NA,NA,2,NILES,60714,3956,0.694893832,0.04322548,0.112740142,0.106673407,0.084934277,53000,Niles,0,0,1,0,0,1,SCHOOL DISTRICT  63,MAINE TOWNSHIP HIGH SCHOOL  207,8.007443299,79958,FALSE,FALSE,TRUE
4104,207,18,18010,68250,139960,NA,T,14355,34,NA,1,1,6,3,2,3,1,5,1,0,3,1,0,2,NA,2,1,3,1,1,2,0,1357,2,1,2,NA,NA,NA,STREAMWOOD,60107,7060,0.489376771,0.052974504,0.07082153,0.372946176,0.02776204,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,75682,FALSE,TRUE,TRUE
4105,203,37,37021,70300,19050,AV,O,5080,64,NA,2,1,5,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1060,2,1,1,NA,NA,NA,DOLTON,60419,6330,0.069352291,0.875987362,0.005055292,0.03728278,0.02464455,20292,Dolton,0,0,1,0,0,0,SCHOOL DISTRICT  148,THORNTON TOWNSHIP HIGH SCHOOL  205,30.059,41653,FALSE,TRUE,TRUE
4106,295,30,30042,108830,32640,NA,W,1632,48,NA,3,1,5,3,3,1,1,5,1,0,3,1,1,2,2,2,2,7,NA,NA,NA,0,1644,2,1,2,NA,NA,NA,PALOS HILLS,60465,2871,0.826889586,0.010797631,0.027864855,0.118425636,0.032044584,57394,Palos Hills,0,0,6,1,0,0,SCHOOL DISTRICT C C  118,CONSOLIDATED HIGH SCHOOL  230,9.359,54594,FALSE,FALSE,TRUE
4107,278,38,38010,274710,57090,NA,W,9929,57,NA,3,1,8,4,3,1,1,5,2,1,3,2,1,NA,NA,2,2,3,2,1,2,0,2236,2,1,2,NA,NA,NA,WHEELING,60090,7067,0.745295033,0.015706806,0.202207443,0.024904486,0.02207443,51089,Mount Prospect,0,0,1,0,0,0,SCHOOL DISTRICT  26,ARLINGTON HTS TWNSHP H S 214,9.89,94921,FALSE,TRUE,TRUE
4108,211,77,77102,104340,36710,NA,W,3125,116,2,2,1,12,6,1,1,2,5,2,0,3,3,0,2,2,2,2,1,1,2,2,0,2582,2,2,2,NA,NA,NA,CHICAGO,60624,1488,0.055107527,0.885752688,0,0.057123656,0.004032258,14000,Chicago,0,0,1,0,0,0,GREGORY,MANLEY HS,6.913,28750,FALSE,TRUE,TRUE
4109,203,22,22030,192350,64950,NA,T,10393,67,NA,2,1,6,3,2,3,2,5,2,0,3,1,1,NA,NA,2,2,2,3,1,2,0,1245,2,1,1,NA,NA,1,DES PLAINES,60016,4486,0.748773963,0.008024967,0.04079358,0.168970129,0.062193491,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,84974,FALSE,TRUE,TRUE
4110,295,16,16061,221210,15750,NA,W,3000,49,NA,3,2,7,4,1,3,1,5,1,0,3,1,1,2,2,2,2,3,1,1,2,0,1793,2,1,2,NA,NA,NA,ELK GROVE VILLAGE,60007,4876,0.847415915,2.05E-04,0.030352748,0.118539787,0.003486464,23256,Elk Grove Village,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,8.349,65514,FALSE,TRUE,TRUE
4111,211,71,71070,197800,48000,NA,W,3000,117,2,1,2,8,4,1,3,2,5,2,0,3,2,0,2,NA,2,2,3,1,2,2,0,2094,2,2,2,NA,NA,1,CHICAGO,60618,4685,0.256563501,0.026894344,0.009605123,0.674066169,0.063180363,14000,Chicago,0,0,1,0,0,0,LORCA,SCHURZ HS,6.919,52908,FALSE,TRUE,TRUE
4112,203,22,22111,207530,43770,NA,T,5150,54,NA,2,1,6,3,1,3,2,5,1,0,3,1,1,2,2,2,2,3,1,2,2,0,1367,2,1,1,NA,NA,NA,PARK RIDGE,60068,4826,0.872358061,0.004765852,0.019685039,0.076668048,0.053046001,57875,Park Ridge,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,90504,FALSE,TRUE,TRUE
4113,203,31,31010,139420,35740,NA,W,8410,81,NA,1,1,4,2,1,3,1,5,1,0,1,1,0,2,2,2,2,3,1,2,2,0,1184,2,1,1,3,NA,1,NORTHLAKE,60164,2821,0.166253102,0.079049982,0.016306274,0.733427862,0.008153137,53871,Northlake,0,0,1,0,0,1,SCHOOL DISTRICT 87,PROVISO TOWNSHIP HIGH SCHOOL 209,12.972,48381,FALSE,TRUE,TRUE
4114,203,21,21091,130950,19530,NA,O,3125,69,NA,2,1,6,3,1,1,1,5,2,0,1,1,1,2,NA,2,2,2,1,2,2,0,1071,2,1,5,1,NA,NA,SUMMIT,60501,5715,0.090988626,0.111111111,0.015573053,0.777952756,0.008748906,73638,Summit,0,0,1,0,0,0,SCHOOL DISTRICT  104,COMMUNITY HIGH SCHOOL  217,15.766,41144,FALSE,TRUE,TRUE
4115,203,37,37051,72820,20160,NA,O,5040,62,NA,2,1,4,3,1,3,1,5,1,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1081,2,1,1,NA,NA,NA,BURNHAM,60633,4189,0.146574361,0.603246598,0,0.244211029,0.011936023,9798,Burnham,0,0,6,1,0,0,SCHOOL DISTRICT  149,THORNTON TOWNSHIP HIGH SCHOOL  205,24.26,43983,FALSE,TRUE,TRUE
4116,203,35,35040,194740,38610,NA,W,8129,46,NA,1,1,6,3,2,3,1,5,1,1,3,1,1,2,2,2,2,1,1,1,2,0,1150,2,1,1,NA,NA,NA,SCHAUMBURG,60193,7135,0.650595655,0.021023125,0.192571829,0.115487036,0.020322355,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655,73136,FALSE,TRUE,TRUE
4117,295,35,35020,203890,18170,NA,W,4276,32,NA,1,1,6,3,2,3,1,5,1,1,3,2,1,2,1,2,2,3,1,1,1,0,1452,2,1,2,NA,NA,NA,SCHAUMBURG,60173,5926,0.478569018,0.028180898,0.261727978,0.218359771,0.026324671,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655,64721,FALSE,TRUE,TRUE
4118,278,13,13320,134850,14520,NA,O,7260,15,NA,3,1,8,4,1,3,1,5,1,1,3,3,0,2,1,2,2,3,2,1,1,0,2171,2,1,2,NA,NA,NA,MARKHAM,60428,5406,0.089160192,0.732519423,0.01590825,0.150573437,0.023677395,47007,Markham,0,0,1,0,0,0,SCHOOL DISTRICT  144,COMMUNITY HIGH SCHOOL  228,25.301,42417,FALSE,TRUE,TRUE
4119,295,77,77060,438130,52320,NA,W,1150,21,NA,2,2,7,3,1,1,1,5,1,0,3,2,1,2,2,2,2,1,2,2,2,0,1796,2,1,3,NA,NA,NA,CHICAGO,60622,2930,0.72559727,0.024573379,0.044709898,0.16894198,0.072354949,14000,Chicago,0,0,6,0,0,0,LOZANO,WELLS HS,6.89,128125,FALSE,TRUE,TRUE
